entity_id,email,city,amount,status,order_date,record_id,source,entityId,orderDate,ENTITY_ID,EMAIL,CITY,AMOUNT,STATUS,ORDER_DATE
UNKNOWN,anke95@example.org,Garmisch-Partenkirchen,2807.28,ok,2025-04-25,S1-000000050,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000051,henschelwillibald@example.net,Lübeck,3735.32,UNKNOWN,2025-10-08,S1-000000051,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000052,zoderwald@example.org,UNKNOWN,4489.22,ok,2025-12-26,S1-000000052,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000053,gregoryrubio@example.net,New Johnville,1810.62,new,2025-04-19,S1-000000053,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000054,stephanie79@example.net,Lévydan,2548.12,new,2025-12-12,S1-000000054,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000055,pgreen@example.net,Simsview,3779.16,new,2025-03-29,S1-000000055,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000056,noel45@example.com,Saint Henri-sur-Mer,765.05,new,2025-11-23,S1-000000056,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000057,carloliebelt@example.com,Perryborough,3960.6,ok,2025-07-28,S1-000000057,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000058,salmonhortense@example.com,West Kennethfurt,2982.45,ok,2025-09-24,S1-000000058,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000059,clairevasseur@example.com,Johnsonmouth,1908.71,ok,2025-11-17,S1-000000059,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000060,marycalhoun@example.net,Sainte Jeanne,UNKNOWN,error,2025-11-11,S1-000000060,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000061,seifertstanislaw@example.org,North Jorge,4304.04,new,2025-05-20,S1-000000061,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000062,matthew64@example.com,South Andrewside,3401.74,new,2025-07-12,S1-000000062,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000063,zahnvanessa@example.net,Gotha,3408.87,error,2026-01-18,S1-000000063,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000064,ignatzeberth@example.com,Saint Chantal-la-Forêt,3754.64,error,2025-05-03,S1-000000064,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000065,merletherese@example.org,New Anthonyport,1701.54,ok,2025-11-17,S1-000000065,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000066,mdavid@example.org,Henry,2174.39,ok,2025-12-24,S1-000000066,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000067,hoganashlee@example.org,Stanleyland,17.22,error,2025-11-05,S1-000000067,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000068,atkinsonlynn@example.org,Cynthiamouth,4379.39,ok,2025-04-27,S1-000000068,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000069,jessicasheppard@example.com,Beckerdan,4859.47,new,2025-08-15,S1-000000069,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000070,tristan31@example.com,Port Steven,2538.9,new,2025-11-13,S1-000000070,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000071,UNKNOWN,Grevesmühlen,4352.72,ok,2025-06-15,S1-000000071,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000072,frederique08@example.org,Weißwasser,4208.51,error,2025-09-04,S1-000000072,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000073,marieollivier@example.net,PonsVille,3045.24,new,2025-06-21,S1-000000073,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000074,psuessebier@example.com,Tessier-sur-Reynaud,1870.2,new,2025-09-21,S1-000000074,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000075,jbarajas@example.com,Nelsonview,2697.36,error,2025-04-14,S1-000000075,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000076,thomasmathieu@example.net,Olivier,4592.55,error,2025-12-10,S1-000000076,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000077,jenny89@example.com,Hamburg,1621.46,new,2025-07-17,S1-000000077,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000078,alex82@example.com,Rastatt,560.23,ok,2025-11-24,S1-000000078,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000079,adobes@example.net,Mendozamouth,4393.73,ok,2025-03-18,S1-000000079,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000080,ewilson@example.com,New Crystalton,1198.02,new,2025-04-25,S1-000000080,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000081,emile31@example.net,Port Alexandra,4390.17,new,2026-02-14,S1-000000081,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000082,michelle64@example.net,Saint Paulette,429.18,ok,2025-10-27,S1-000000082,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000083,gertrude12@example.org,Ebermannstadt,4080.3,error,2025-08-04,S1-000000083,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000084,ocarter@example.com,Boutin,3829.41,new,2025-03-26,S1-000000084,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000085,remytoussaint@example.net,Lamy,3299.09,error,2025-09-26,S1-000000085,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000086,sibelhethur@example.org,Eckernförde,826.47,error,2025-10-16,S1-000000086,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000087,brigitte17@example.net,Benderhaven,4362.29,ok,2025-09-06,S1-000000087,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000088,georgepamela@example.net,Anthonybury,4821.85,error,2026-01-17,S1-000000088,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000089,salmonmargot@example.com,Saint Charlotte,3776.57,error,2025-11-07,S1-000000089,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000090,howard96@example.net,South Michaelmouth,1006.55,ok,2025-11-14,S1-000000090,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000091,mauriziolangern@example.net,Elainefurt,1995.56,error,2025-03-13,S1-000000091,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000092,edwardsmarcus@example.com,Sainte Antoinette,3249.74,ok,2025-05-10,S1-000000092,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000093,laurence77@example.org,Quedlinburg,4498.17,ok,2026-02-22,S1-000000093,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000094,fgilmore@example.org,UNKNOWN,605.9,new,2025-06-27,S1-000000094,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000095,courtoisanouk@example.org,Moers,321.07,new,2025-11-05,S1-000000095,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000096,strubin@example.net,Legros,2941.96,new,2025-08-29,S1-000000096,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000097,jrohleder@example.com,Berlin,2942.61,new,2025-12-24,S1-000000097,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000098,sarah84@example.org,Maryshire,355.89,error,2025-09-05,S1-000000098,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000099,erenner@example.com,Gibsonmouth,295.31,new,2025-11-24,S1-000000099,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000100,xheintze@example.com,Wolfenbüttel,4527.19,ok,2025-11-27,S1-000000100,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000101,UNKNOWN,Bad Freienwalde,355.22,new,2025-09-10,S1-000000101,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000102,eugene71@example.net,Lake Douglasberg,1393.11,ok,2025-08-28,S1-000000102,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000103,cindy61@example.com,Gilletboeuf,1071.97,new,UNKNOWN,S1-000000103,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000104,williamsonjimmy@example.net,Lake Christopher,3617.04,error,2025-12-19,S1-000000104,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000105,hebertjacques@example.net,North Markton,2881.48,new,UNKNOWN,S1-000000105,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000106,hthomas@example.com,Picard,3923.31,ok,2025-03-29,S1-000000106,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000107,rlegendre@example.org,East Steven,952.86,new,2025-08-24,S1-000000107,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000108,nolansteven@example.com,BarbierBourg,3295.25,ok,2025-07-11,S1-000000108,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000109,lucie64@example.com,South Melissa,2118.47,ok,2025-05-30,S1-000000109,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000110,bailey40@example.net,Alanton,4319.32,new,2025-12-13,S1-000000110,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000111,kimberly39@example.com,Schweinfurt,3367.15,error,2025-11-17,S1-000000111,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,lorrainepereira@example.net,Sainte Simone,492.99,ok,2025-03-11,S1-000000112,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000113,nath21@example.com,Thompsonberg,3641.34,new,2026-02-02,S1-000000113,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
TRANSACTIONS-00000114,maria47@example.com,Noël,1244.03,new,2025-03-28,S1-000000114,S1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
