entityId,email,city,amount,status,orderDate,record_id
TRANSACTIONS-00000247,heather62@example.com,Port Amanda,4248.84,new,2026-01-21,S2-000000247
TRANSACTIONS-00000248,nadja27@example.org,Delattre-les-Bains,2277.63,error,2025-05-31,S2-000000248
TRANSACTIONS-00000249,markmiller@example.com,New Jennyborough,2878.78,error,2025-06-10,S2-000000249
TRANSACTIONS-00000250,russojacob@example.net,Carpentierdan,3482.07,ok,,S2-000000250
TRANSACTIONS-00000251,susan03@example.org,Sainte Patrick-sur-Mer,1998.86,new,2026-02-16,S2-000000251
TRANSACTIONS-00000252,lene46@example.com,,3280.63,new,2025-07-15,S2-000000252
TRANSACTIONS-00000253,gturpin@example.net,Robinstad,4463.41,new,,S2-000000253
TRANSACTIONS-00000254,jolantafiebig@example.org,Phillipsborough,3892.32,new,2025-05-26,S2-000000254
TRANSACTIONS-00000255,victorpena@example.net,Kathrynfort,880.26,error,2025-11-02,S2-000000255
TRANSACTIONS-00000256,kjacques@example.net,East Jennifer,2590.27,new,2025-05-08,S2-000000256
,hardyarthur@example.org,,2787.47,new,2026-01-19,S2-000000257
TRANSACTIONS-00000258,danielneveu@example.org,Oberviechtach,2282.85,ok,2025-07-20,S2-000000258
TRANSACTIONS-00000259,fsorgatz@example.org,Anklam,3338.22,,2025-09-19,S2-000000259
TRANSACTIONS-00000260,elise40@example.net,ColinBourg,2977.67,ok,,S2-000000260
TRANSACTIONS-00000261,hans-jochenscholl@example.net,Josephfurt,3063.65,error,2025-07-20,S2-000000261
TRANSACTIONS-00000262,scunningham@example.org,Lake Victoriaton,4460.21,ok,2025-08-02,S2-000000262
TRANSACTIONS-00000263,dtran@example.net,Borken,4153.02,error,2026-01-20,S2-000000263
TRANSACTIONS-00000264,ariel18@example.org,Ueckermünde,2230.12,new,2025-08-29,S2-000000264
TRANSACTIONS-00000265,glassgabrielle@example.com,Descamps-sur-David,3718.53,ok,2026-02-21,S2-000000265
TRANSACTIONS-00000266,alibrenda@example.net,West Franciscobury,2250.9,new,2026-01-16,S2-000000266
TRANSACTIONS-00000267,patrick21@example.net,Vincent,4199.47,ok,2025-08-14,S2-000000267
TRANSACTIONS-00000268,,Beckerboeuf,3829.3,error,2025-10-30,S2-000000268
TRANSACTIONS-00000269,whenry@example.net,Lopezshire,2423.5,new,2025-07-23,S2-000000269
TRANSACTIONS-00000270,ludmilla31@example.org,,1373.71,new,2025-04-26,S2-000000270
TRANSACTIONS-00000271,xprevost@example.org,Hechingen,3568.01,new,2025-07-15,S2-000000271
